Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,modularity_class,eigencentrality
Nikhilkanoje6,Nikhilkanoje6,,0,2,2,0,2,2,3,0.461538,0.583333,0,0,0.001758,0.00002,84,0
MarcioLuizCost3,MarcioLuizCost3,,0,1,1,0,1,1,1,1,1,0,0,0.000006,0.00002,555,0
elaynneleite,elaynneleite,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
Antonia711,Antonia711,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,555,0
Andreza87386395,Andreza87386395,,0,1,1,0,1,1,12,0.187945,0.212952,0,0,0.003399,0.00002,486,0
Felipe1lacerda,Felipe1lacerda,,1,5,6,1,6,7,3,0.625,0.733333,4.2,0.000124,0.014814,0.000021,445,0.000218
pessoantipatica,pessoantipatica,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
cesar_fratelli,cesar_fratelli,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
EISTOMESMO,EISTOMESMO,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
LadeiraMara,LadeiraMara,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
AdrianoJReis1,AdrianoJReis1,,0,1,1,0,1,1,1,1,1,0,0,0.000006,0.00002,555,0
BensonnRobert,BensonnRobert,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
Antonio08205526,Antonio08205526,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
veramagalhaes,veramagalhaes,,1,0,1,1,0,1,0,0,0,0,0.000005,0,0.000023,412,0.000218
AbrahamWeint,AbrahamWeint,,1,0,1,1,0,1,0,0,0,0,0.000005,0,0.000023,412,0.000218
EFiligoi,EFiligoi,,0,1,1,0,1,1,1,1,1,0,0,0.001305,0.00002,84,0
sajovigmailcom1,sajovigmailcom1,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
joaorebelde1,joaorebelde1,,0,1,1,0,2,2,1,1,1,0,0,0.011515,0.00002,445,0
TeotonioRodrig,TeotonioRodrig,,0,1,1,0,1,1,1,1,1,0,0,0.001071,0.00002,35,0
nato_st,nato_st,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
lyzaa_,lyzaa_,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
aninhamofatto,aninhamofatto,,0,2,2,0,2,2,1,1,1,0,0,0.000026,0.00002,555,0
viniandrade_26,viniandrade_26,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
TWITJEANRODRIGS,TWITJEANRODRIGS,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
RoversiSilvia,RoversiSilvia,,0,1,1,0,1,1,1,1,1,0,0,0.000006,0.00002,555,0
angelabesteves,angelabesteves,,0,3,3,0,3,3,2,0.8,0.875,0,0,0.00005,0.00002,555,0
vermelho0111,vermelho0111,,0,1,1,0,1,1,1,1,1,0,0,0.001305,0.00002,84,0
oPaulo_Cesar,oPaulo_Cesar,,0,2,2,0,2,2,4,0.44,0.522727,0,0,0.000997,0.00002,486,0
joneswave,joneswave,,0,2,2,0,4,4,1,1,1,0,0,0.000006,0.00002,555,0
pro_antunes,pro_antunes,,0,1,1,0,1,1,1,1,1,0,0,0.000006,0.00002,555,0
AnisterjaneFerr,AnisterjaneFerr,,0,2,2,0,2,2,1,1,1,0,0,0.000027,0.00002,555,0
Laurentino68,Laurentino68,,0,1,1,0,1,1,1,1,1,0,0,0.002116,0.00002,84,0
ElaineCris1977,ElaineCris1977,,0,1,1,0,1,1,2,0.571429,0.625,0,0,0.000461,0.00002,486,0
rod_kk,rod_kk,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
Tata_wes,Tata_wes,,0,2,2,0,2,2,13,0.162747,0.188252,0,0,0.000674,0.00002,486,0
Reinaldo45fort,Reinaldo45fort,,0,1,1,0,1,1,1,1,1,0,0,0.001305,0.00002,84,0
citywfstars,citywfstars,,0,2,2,0,2,2,12,0.188255,0.215138,0,0,0.005515,0.00002,84,0
pedrorhuas,pedrorhuas,,0,3,3,0,4,4,12,0.188358,0.216596,0,0,0.01703,0.00002,486,0
RicardoMonier,RicardoMonier,,0,2,2,0,2,2,1,1,1,0,0,0.004338,0.00002,84,0
AreaBatista,AreaBatista,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
AdeKristina6,AdeKristina6,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
nilvaacg,nilvaacg,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
Uri1909,Uri1909,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
Elikelson,Elikelson,,0,1,1,0,1,1,4,0.375,0.458333,0,0,0.000001,0.00002,555,0
PauloCPAguiar10,PauloCPAguiar10,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
KatiaMa92243305,KatiaMa92243305,,0,4,4,0,4,4,3,0.636364,0.761905,0,0,0.011925,0.00002,84,0
gomesferiado,gomesferiado,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
valtecirjf,valtecirjf,,1,0,1,1,0,1,0,0,0,0,0.000362,0,0.000021,486,0.000218
prjuniorbr,prjuniorbr,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
MacielRosania,MacielRosania,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
VieiTania,VieiTania,,0,3,3,0,4,4,4,0.470588,0.614583,0,0,0.000051,0.00002,555,0
caru_ana,caru_ana,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
FernandoSasso2,FernandoSasso2,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
MarcolinoSG,MarcolinoSG,,0,3,3,0,4,4,9,0.227002,0.255593,0,0,0.001279,0.00002,486,0
Luis57223942,Luis57223942,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,406,0
Doctor_mortis62,Doctor_mortis62,,5,0,5,5,0,5,0,0,0,0,0,0,0.000107,406,0.001091
penedix,penedix,,0,1,1,0,1,1,1,1,1,0,0,0.001642,0.00002,461,0
adriiossuna,adriiossuna,,0,1,1,0,1,1,1,1,1,0,0,0.000167,0.00002,466,0
renataertal,renataertal,,0,1,1,0,1,1,1,1,1,0,0,0.000208,0.00002,437,0
FVMXGXLLV,FVMXGXLLV,,0,1,1,0,1,1,1,1,1,0,0,0.000826,0.00002,24,0
alanmfelix,alanmfelix,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
wfcapapreta,wfcapapreta,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
CesarBHzz,CesarBHzz,,0,3,3,0,4,4,1,1,1,0,0,0.000053,0.00002,555,0
Guiimentos_,Guiimentos_,,0,2,2,0,2,2,12,0.188048,0.21441,0,0,0.014914,0.00002,445,0
JonasBanhos,JonasBanhos,,0,4,4,0,4,4,1,1,1,0,0,0.015588,0.00002,437,0
akellcy,akellcy,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
COFFFFFFFFFFEEE,COFFFFFFFFFFEEE,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
DanielCacciat14,DanielCacciat14,,0,1,1,0,1,1,9,0.225361,0.249713,0,0,0.000404,0.00002,486,0
albertoberaldo1,albertoberaldo1,,0,2,2,0,2,2,3,0.5,0.595238,0,0,0.000005,0.00002,555,0
robsonouza,robsonouza,,0,1,1,0,1,1,1,1,1,0,0,0.000005,0.00002,84,0
LeoCajun,LeoCajun,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
IriisVianna,IriisVianna,,0,3,3,0,3,3,1,1,1,0,0,0.006861,0.00002,84,0
DudaSegretto,DudaSegretto,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
tokdowilliam,tokdowilliam,,0,4,4,0,4,4,13,0.159703,0.18153,0,0,0.00118,0.00002,420,0
pph62,pph62,,1,0,1,1,0,1,0,0,0,0,0.000016,0,0.000025,420,0.000218
deppauloguedes,deppauloguedes,,1,0,1,1,0,1,0,0,0,0,0.000269,0,0.000023,445,0.000218
AlcindoQueiroz3,AlcindoQueiroz3,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
BrendaP31969346,BrendaP31969346,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
a_torneros,a_torneros,,0,2,2,0,2,2,1,1,1,0,0,0.014618,0.00002,462,0
minervral,minervral,,0,1,1,0,1,1,1,1,1,0,0,0.00027,0.00002,437,0
SelmaGoularte,SelmaGoularte,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
cutrao,cutrao,,0,1,1,0,2,2,1,1,1,0,0,0.000027,0.00002,555,0
7calebe_,7calebe_,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
helioborges,helioborges,,1,1,2,1,1,2,1,1,1,1,0,0.000004,0.000038,555,0.000218
fernandafc48,fernandafc48,,0,1,1,0,1,1,3,0.416667,0.5,0,0,0.000116,0.00002,84,0
BlogRogerioSR,BlogRogerioSR,,0,1,1,0,1,1,1,1,1,0,0,0.001642,0.00002,461,0
masacra,masacra,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
PitangaCida,PitangaCida,,0,2,2,0,2,2,4,0.421053,0.53125,0,0,0.000024,0.00002,555,0
carlinha_motta,carlinha_motta,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
RegisGalo_13,RegisGalo_13,,0,2,2,0,2,2,11,0.192046,0.227858,0,0,0.011523,0.00002,84,0
Josefrg03,Josefrg03,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,84,0
CeciliaRoteli,CeciliaRoteli,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
FlavioXSid,FlavioXSid,,1,0,1,1,0,1,0,0,0,0,0,0,0.000033,555,0.000223
RicardoDiasdeA1,RicardoDiasdeA1,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
FABIOLU64539962,FABIOLU64539962,,0,2,2,0,2,2,1,1,1,0,0,0.003162,0.00002,486,0
amapoa32,amapoa32,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
TARFER,TARFER,,0,1,1,0,1,1,1,1,1,0,0,0.000208,0.00002,437,0
paulo2s,paulo2s,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
madamevelazquez,madamevelazquez,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,407,0
CBSNews,CBSNews,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,407,0.000218
DomQuestao,DomQuestao,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
marcosfsss,marcosfsss,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
AmazonasBR,AmazonasBR,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
iclaudiortega,iclaudiortega,,0,1,1,0,1,1,1,1,1,0,0,0.002222,0.00002,84,0
fb0,fb0,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
MabeAlves,MabeAlves,,0,2,2,0,2,2,4,0.421053,0.53125,0,0,0.000024,0.00002,555,0
SilOli1,SilOli1,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
_rapha,_rapha,,0,1,1,0,1,1,1,1,1,0,0,0.000144,0.00002,486,0
tf_duda,tf_duda,,0,1,1,0,1,1,1,1,1,0,0,0.001642,0.00002,461,0
tatianesantos,tatianesantos,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
AnaMargakus,AnaMargakus,,0,3,3,0,3,3,1,1,1,0,0,0.01684,0.00002,84,0
viniciao_,viniciao_,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
susanacavalc25,susanacavalc25,,0,1,1,0,1,1,14,0.128657,0.138976,0,0,0.000451,0.00002,84,0
Solange23870374,Solange23870374,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,555,0
NaligiaBruna,NaligiaBruna,,0,2,2,0,2,2,1,1,1,0,0,0.003527,0.00002,84,0
ClaytonNicolini,ClaytonNicolini,,0,1,1,0,1,1,4,0.363636,0.4375,0,0,0.000002,0.00002,555,0
taismakes,taismakes,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
CloudsTunder,CloudsTunder,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
bielhand7,bielhand7,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
RafaelA80281688,RafaelA80281688,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
MissionarioAgeu,MissionarioAgeu,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
cabral_iv,cabral_iv,,0,1,1,0,1,1,1,1,1,0,0,0.002116,0.00002,84,0
luizc32paixao,luizc32paixao,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,555,0
MINESBIANCHINI,MINESBIANCHINI,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
eduu_correa,eduu_correa,,0,2,2,0,2,2,12,0.188048,0.21441,0,0,0.014914,0.00002,445,0
rafaelc_oficial,rafaelc_oficial,,0,2,2,0,3,3,1,1,1,0,0,0.00005,0.00002,555,0
unidunite_c,unidunite_c,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
hanahmelo19,hanahmelo19,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
afonsoribeiro3,afonsoribeiro3,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,398,0
maraujosantos,maraujosantos,,0,1,1,0,1,1,1,1,1,0,0,0.000397,0.00002,84,0
Sergio_CPS,Sergio_CPS,,0,3,3,0,3,3,1,1,1,0,0,0.012837,0.00002,84,0
silviomay,silviomay,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
patriciabergt,patriciabergt,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
RumoaoNossoCT,RumoaoNossoCT,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
Francis96504914,Francis96504914,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
bluesidehixtape,bluesidehixtape,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,408,0
fiqsyhmie,fiqsyhmie,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,408,0.000218
Raquel__Bazotti,Raquel__Bazotti,,0,4,4,0,4,4,12,0.189503,0.221358,0,0,0.017703,0.00002,486,0
wildo74,wildo74,,0,2,2,0,2,2,1,1,1,0,0,0.001828,0.00002,35,0
TorsattoJoao,TorsattoJoao,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
taynikah,taynikah,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
sil_sra,sil_sra,,0,2,2,0,2,2,1,1,1,0,0,0.000026,0.00002,555,0
muriloal11,muriloal11,,0,1,1,0,1,1,1,1,1,0,0,0.002222,0.00002,84,0
digotralha,digotralha,,0,3,3,0,3,3,1,1,1,0,0,0.006861,0.00002,84,0
jjamob63,jjamob63,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,555,0
Cavaleirodoapoc,Cavaleirodoapoc,,0,3,3,0,4,4,4,0.470588,0.614583,0,0,0.000051,0.00002,555,0
g_g_garci,g_g_garci,,0,3,3,0,5,5,1,1,1,0,0,0.000053,0.00002,555,0
MarquesOrMarx,MarquesOrMarx,,1,10,11,1,10,11,12,0.192478,0.234745,5.458333,0.000276,0.017599,0.00002,461,0.000218
_toofles,_toofles,,0,1,1,0,1,1,4,0.384615,0.483333,0,0,0.000323,0.00002,486,0
rdoolive,rdoolive,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
BkTaurina,BkTaurina,,0,2,2,0,2,2,11,0.183717,0.197311,0,0,0.000303,0.00002,24,0
edonmonteiro,edonmonteiro,,0,2,2,0,2,2,1,1,1,0,0,0.00005,0.00002,555,0
IsaOliveiraEUA,IsaOliveiraEUA,,0,2,2,0,2,2,1,1,1,0,0,0.000023,0.00002,555,0
fec5588fm,fec5588fm,,2,1,3,2,1,3,1,1,1,0,0.000001,0.000023,0.000033,555,0.000437
Trouxannik,Trouxannik,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
fredmerlim1,fredmerlim1,,0,1,1,0,1,1,5,0.315789,0.422222,0,0,0.000036,0.00002,486,0
empatei,empatei,,0,2,2,0,2,2,12,0.188565,0.216013,0,0,0.003885,0.00002,486,0
paznaterra,paznaterra,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
itaginoM,itaginoM,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
Keila79943604,Keila79943604,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
GilmarN65056275,GilmarN65056275,,0,1,1,0,1,1,1,1,1,0,0,0.000167,0.00002,466,0
drsnrch,drsnrch,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,412,0
nazahlisboa,nazahlisboa,,0,4,4,0,4,4,2,0.833333,0.9,0,0,0.003749,0.00002,84,0
JaimeMendona10,JaimeMendona10,,0,2,2,0,2,2,1,1,1,0,0,0.00005,0.00002,555,0
AdsonTavares3,AdsonTavares3,,0,2,2,0,2,2,1,1,1,0,0,0.011682,0.00002,466,0
rogularte,rogularte,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
DaMartinino,DaMartinino,,0,3,3,0,3,3,10,0.216216,0.241661,0,0,0.00115,0.00002,84,0
lurdinharlnunes,lurdinharlnunes,,0,3,3,0,4,4,1,1,1,0,0,0.015379,0.00002,445,0
eduhey3,eduhey3,,0,2,2,0,2,2,12,0.188048,0.21441,0,0,0.006502,0.00002,462,0
anjinho19xx,anjinho19xx,,0,2,2,0,2,2,1,1,1,0,0,0.004745,0.00002,461,0
MiriamSuzana,MiriamSuzana,,0,2,2,0,2,2,1,1,1,0,0,0.002431,0.00002,84,0
lgzambrotti,lgzambrotti,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
fromlamatocaos,fromlamatocaos,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
SandraMBS,SandraMBS,,0,1,1,0,1,1,4,0.375,0.458333,0,0,0.000001,0.00002,555,0
MariPortela11,MariPortela11,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
nicolyjf_,nicolyjf_,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
kezcot,kezcot,,0,1,1,0,1,1,4,0.375,0.458333,0,0,0.000001,0.00002,555,0
derikbnh,derikbnh,,0,1,1,0,1,1,1,1,1,0,0,0.001642,0.00002,461,0
HeyMaxJr,HeyMaxJr,,0,7,7,0,7,7,9,0.24121,0.280186,0,0,0.020611,0.00002,486,0
XandaSobr,XandaSobr,,0,1,1,0,1,1,1,1,1,0,0,0.000031,0.00002,473,0
victorpimentelx,victorpimentelx,,10,0,10,12,0,12,0,0,0,0,0.002253,0,0.000071,473,0.002264
JoseMadai,JoseMadai,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
jotajj3,jotajj3,,0,1,1,0,1,1,1,1,1,0,0,0.001672,0.00002,445,0
cidadaoprimata,cidadaoprimata,,0,2,2,0,2,2,12,0.188255,0.215138,0,0,0.005071,0.00002,445,0
ptsul,ptsul,,0,1,1,0,1,1,1,1,1,0,0,0.001305,0.00002,84,0
marcela_aanjos,marcela_aanjos,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
luisagoiss,luisagoiss,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
dvdnasc,dvdnasc,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
KallifaK,KallifaK,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
selingarde,selingarde,,0,1,1,0,1,1,4,0.375,0.458333,0,0,0.000001,0.00002,555,0
Lussca,Lussca,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
Anticor39907129,Anticor39907129,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
HBM_73,HBM_73,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
pmcamatta,pmcamatta,,0,2,2,0,2,2,1,1,1,0,0,0.000026,0.00002,555,0
Taynnara_rc,Taynnara_rc,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
cleberf_2017,cleberf_2017,,0,2,2,0,4,4,1,1,1,0,0,0.00003,0.00002,555,0
EniaTereza,EniaTereza,,0,1,1,0,2,2,1,1,1,0,0,0.000027,0.00002,555,0
Jmartins789,Jmartins789,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
JoaoQueiroz152,JoaoQueiroz152,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
juliana_sic,juliana_sic,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000362,0.00002,35,0
FladridCF,FladridCF,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
JoanaNantes1,JoanaNantes1,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
Laryssa_silva_n,Laryssa_silva_n,,0,1,1,0,1,1,1,1,1,0,0,0.000037,0.00002,486,0
HudsonSantoXime,HudsonSantoXime,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
Gusfe4,Gusfe4,,0,3,3,0,3,3,2,0.8,0.875,0,0,0.000031,0.00002,555,0
PelobemdoBr,PelobemdoBr,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
DaduOliv,DaduOliv,,0,2,2,0,2,2,1,1,1,0,0,0.013157,0.00002,461,0
FabianaMMendes,FabianaMMendes,,0,1,1,0,2,2,1,1,1,0,0,0.000027,0.00002,555,0
Maurcio44766051,Maurcio44766051,,0,2,2,0,2,2,1,1,1,0,0,0.00005,0.00002,555,0
Petismofobia,Petismofobia,,0,2,2,0,2,2,1,1,1,0,0,0.000026,0.00002,555,0
Fergrazy18,Fergrazy18,,1,0,1,1,0,1,0,0,0,0,0,0,0.000048,412,0.000237
DamaresAlves,DamaresAlves,,1,0,1,2,0,2,0,0,0,0,0,0,0.000048,412,0.000237
eitaecb,eitaecb,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
augustoyoh,augustoyoh,,0,2,2,0,2,2,1,1,1,0,0,0.014618,0.00002,462,0
GeraldoDelfim,GeraldoDelfim,,0,2,2,0,2,2,1,1,1,0,0,0.01315,0.00002,35,0
LoraineMachica,LoraineMachica,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,65,0
raulinoneto,raulinoneto,,0,1,1,0,2,2,1,1,1,0,0,0.000027,0.00002,555,0
22lu_araujo,22lu_araujo,,0,2,2,0,2,2,1,1,1,0,0,0.000023,0.00002,555,0
cacofono,cacofono,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
alfredo_costa,alfredo_costa,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
SmartChacal,SmartChacal,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
raffaeljuri,raffaeljuri,,0,1,1,0,1,1,1,1,1,0,0,0.000003,0.00002,486,0
kallanapaula,kallanapaula,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
MariseSilvia,MariseSilvia,,0,1,1,0,2,2,1,1,1,0,0,0.000027,0.00002,555,0
CesarSilva7273,CesarSilva7273,,0,3,3,0,3,3,1,1,1,0,0,0.000053,0.00002,555,0
lalik10000,lalik10000,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,409,0
ClaudeLuca_,ClaudeLuca_,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,409,0.000218
wellingtonj0,wellingtonj0,,0,3,3,0,3,3,12,0.188358,0.216596,0,0,0.016586,0.00002,445,0
OAuge17,OAuge17,,0,2,2,0,2,2,3,0.545455,0.638889,0,0,0.012188,0.00002,486,0
DanielF36059420,DanielF36059420,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
marcosWillan3,marcosWillan3,,0,1,1,0,1,1,5,0.384615,0.461667,0,0,0.000118,0.00002,84,0
RainiPetrillo,RainiPetrillo,,0,1,1,0,1,1,3,0.5,0.583333,0,0,0.000048,0.00002,445,0
eumarinanina,eumarinanina,,0,1,1,0,1,1,1,1,1,0,0,0.000001,0.00002,420,0
JrAbrantes2,JrAbrantes2,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
carlosmagno1983,carlosmagno1983,,0,1,1,0,1,1,1,1,1,0,0,0.002116,0.00002,84,0
DaysedaSilva15,DaysedaSilva15,,0,2,2,0,2,2,1,1,1,0,0,0.00005,0.00002,555,0
graziela_olinda,graziela_olinda,,0,3,3,0,3,3,4,0.470588,0.614583,0,0,0.000051,0.00002,555,0
BeyondTomorrow0,BeyondTomorrow0,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,410,0
AmadoRiosV,AmadoRiosV,,2,0,2,2,0,2,0,0,0,0,0,0,0.000055,410,0.000437
poc_disfarsada,poc_disfarsada,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
YodaSapiens_29,YodaSapiens_29,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
Petyse,Petyse,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
Fredao691,Fredao691,,1,2,3,1,2,3,12,0.173608,0.197108,345,0.000002,0.000016,0.000029,35,0.000218
AnaMariaOteroO3,AnaMariaOteroO3,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
Gustavo27308882,Gustavo27308882,,0,2,2,0,2,2,1,1,1,0,0,0.000026,0.00002,555,0
eusouradioativa,eusouradioativa,,0,3,3,0,3,3,12,0.188358,0.216596,0,0,0.016556,0.00002,461,0
LIABSSA,LIABSSA,,0,2,2,0,2,2,1,1,1,0,0,0.00005,0.00002,555,0
JananaCairesOl3,JananaCairesOl3,,0,1,1,0,1,1,1,1,1,0,0,0.000004,0.00002,555,0
RosaPin59209845,RosaPin59209845,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
Carlin_lim,Carlin_lim,,0,1,1,0,1,1,1,1,1,0,0,0.000023,0.00002,555,0
Josefer70649021,Josefer70649021,,0,2,2,0,2,2,1,1,1,0,0,0.00003,0.00002,555,0
marciasoaresms,marciasoaresms,,0,1,1,0,1,1,4,0.375,0.458333,0,0,0.000001,0.00002,555,0
RoLancsarics,RoLancsarics,,0,2,2,0,2,2,1,1,1,0,0,0.000027,0.00002,555,0
arudah,arudah,,0,1,1,0,1,1,9,0.225361,0.249713,0,0,0.000404,0.00002,486,0
Rctd11,Rctd11,,0,1,1,0,1,1,1,1,1,0,0,0.002222,0.00002,84,0
Nelson_ofc,Nelson_ofc,,0,2,2,0,3,3,1,1,1,0,0,0.013157,0.00002,445,0
VivianeEASilva,VivianeEASilva,,0,2,2,0,2,2,1,1,1,0,0,0.000004,0.00002,555,0
loopxavier,loopxavier,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
