Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,modularity_class,eigencentrality
NemBahiaBahia1,NemBahiaBahia1,,2,3,5,2,3,5,2,0.666667,0.75,552.494002,0.000582,0.000551,0.000024,24,0.000536
choishiwon_,choishiwon_,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
Barbara_Dias6,Barbara_Dias6,,0,1,1,0,1,1,14,0.128657,0.138976,0,0,0.000451,0.00002,84,0
ZARATHU13098532,ZARATHU13098532,,0,21,21,0,24,24,10,0.252739,0.312924,0,0,0.032448,0.00002,486,0
Beat_Navarrete,Beat_Navarrete,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,9,0
iberdrola,iberdrola,,9,0,9,9,0,9,0,0,0,0,0,0,0.000176,9,0.001964
AnaHoldford,AnaHoldford,,0,1,1,0,1,1,14,0.128657,0.138976,0,0,0.000451,0.00002,84,0
ronaId_almeida,ronaId_almeida,,0,1,1,0,1,1,1,1,1,0,0,0.000133,0.00002,24,0
xandaodalapa,xandaodalapa,,0,8,8,0,8,8,11,0.1969,0.227619,0,0,0.001773,0.00002,24,0
MarceloJGonca,MarceloJGonca,,0,5,5,0,5,5,1,1,1,0,0,0.002327,0.00002,24,0
WilsonD63761552,WilsonD63761552,,0,1,1,0,1,1,10,0.185005,0.199943,0,0,0.00026,0.00002,35,0
WiltonMello1975,WiltonMello1975,,0,2,2,0,2,2,11,0.216677,0.239238,0,0,0.000912,0.00002,24,0
elysmarcelino1,elysmarcelino1,,0,2,2,0,2,2,1,1,1,0,0,0.002126,0.00002,24,0
manoelbruno9,manoelbruno9,,0,10,10,0,11,11,5,0.5,0.722549,0,0,0.02292,0.00002,445,0
IZwr80g,IZwr80g,,1,1,2,5,5,10,0,0,0,0,0,0,0.00002,10,0.000223
leolima40,leolima40,,0,2,2,0,2,2,10,0.226253,0.261177,0,0,0.000729,0.00002,24,0
betozsantos,betozsantos,,0,22,22,0,26,26,10,0.239041,0.307212,0,0,0.026849,0.00002,24,0
orlandoguerreir,orlandoguerreir,,29,0,29,30,0,30,0,0,0,0,0.003809,0,0.000205,35,0.006349
MarcosMascare,MarcosMascare,,4,1,5,5,1,6,1,1,1,202.739755,0.00101,0.000006,0.000033,453,0.000945
ThiagoNegoNego,ThiagoNegoNego,,0,1,1,0,1,1,1,1,1,0,0,0.000232,0.00002,466,0
ajcardiais,ajcardiais,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.000764,0.00002,437,0
nadanovonofront,nadanovonofront,,5,0,5,5,0,5,0,0,0,0,0.000011,0,0.000084,437,0.001096
BlogdoNoblat,BlogdoNoblat,,451,1,452,476,1,477,1,1,1,2788.561905,0.05623,0.000018,0.004577,35,0.100047
AnaAnanobrega1,AnaAnanobrega1,,0,11,11,0,16,16,10,0.256353,0.302556,0,0,0.00718,0.00002,24,0
sorayabborges,sorayabborges,,20,34,54,25,42,67,9,0.32853,0.404819,30396.019707,0.0032,0.010939,0.000115,24,0.004743
ffabiosantos,ffabiosantos,,0,1,1,0,1,1,1,1,1,0,0,0.000001,0.00002,555,0
Marilia81171104,Marilia81171104,,82,0,82,82,0,82,0,0,0,0,0.000044,0,0.001146,555,0.018047
GranadosSony,GranadosSony,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
luththome,luththome,,6,5,11,6,6,12,12,0.18895,0.220787,1753.876732,0.000332,0.0161,0.000065,486,0.001326
revistaforum,revistaforum,,12,0,12,12,0,12,0,0,0,0,0.001118,0,0.000203,24,0.003102
RubinhoDivi,RubinhoDivi,,0,11,11,0,11,11,11,0.20332,0.237479,0,0,0.021532,0.00002,84,0
Pragmatismo_,Pragmatismo_,,119,0,119,130,0,130,0,0,0,0,0.019839,0,0.000804,486,0.027275
EdilsonA00013,EdilsonA00013,,0,2,2,0,2,2,10,0.227002,0.263364,0,0,0.000807,0.00002,486,0
ONutoga,ONutoga,,0,3,3,0,3,3,12,0.188462,0.217082,0,0,0.003947,0.00002,24,0
Shenrique62,Shenrique62,,0,1,1,0,1,1,12,0.182836,0.200075,0,0,0.000643,0.00002,24,0
CobbyStyler,CobbyStyler,,0,1,1,0,4,4,1,1,1,0,0,0.000002,0.00002,453,0
aldojunior17,aldojunior17,,0,3,3,0,3,3,12,0.183717,0.205323,0,0,0.001441,0.00002,24,0
chiesasamuel,chiesasamuel,,0,5,5,0,5,5,10,0.225722,0.252147,0,0,0.003563,0.00002,453,0
fabiano1908,fabiano1908,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
EveClaramonte,EveClaramonte,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
citizenOpoku,citizenOpoku,,0,1,1,0,2,2,1,1,1,0,0,0,0.00002,453,0
Luzasilveira,Luzasilveira,,0,2,2,0,2,2,12,0.183226,0.202408,0,0,0.000734,0.00002,84,0
Luciel_Pereira,Luciel_Pereira,,0,1,1,0,1,1,1,1,1,0,0,0.000006,0.00002,555,0
AndradeLaedson,AndradeLaedson,,0,3,3,0,3,3,12,0.183663,0.205065,0,0,0.012366,0.00002,84,0
flocdeneu,flocdeneu,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,11,0
tonilarap,tonilarap,,3,0,3,3,0,3,0,0,0,0,0,0,0.000072,11,0.000655
Lizmpfreitas21,Lizmpfreitas21,,6,8,14,6,9,15,9,0.303461,0.34739,7271.55045,0.001798,0.005542,0.000064,24,0.002881
ConversaAfiada,ConversaAfiada,,7,0,7,8,0,8,0,0,0,0,0.000727,0,0.00011,24,0.001803
marlonmzs,marlonmzs,,5,1,6,5,1,6,2,0.666667,0.75,7,0.000963,0.000764,0.00005,24,0.001275
MarceloPintoBA,MarceloPintoBA,,3,3,6,3,3,6,1,1,1,47.144444,0.000631,0.015372,0.000272,445,0.001039
CarlaZambelli17,CarlaZambelli17,,9,0,9,9,0,9,0,0,0,0,0.000472,0,0.000402,473,0.002708
abdalafarah,abdalafarah,,23,1,24,24,1,25,2,0.571429,0.625,43.865812,0.003841,0.000759,0.000126,35,0.005266
antoniosilvaco9,antoniosilvaco9,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,3,0
claudianeo,claudianeo,,0,2,2,0,2,2,12,0.188048,0.21441,0,0,0.014914,0.00002,445,0
PorraPaula_,PorraPaula_,,0,1,1,0,1,1,12,0.187945,0.212952,0,0,0.003399,0.00002,486,0
tonimisfits,tonimisfits,,2,4,6,2,4,6,4,0.454545,0.608333,11,0.000252,0.001714,0.000024,24,0.000437
ManuelEstatuet,ManuelEstatuet,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
adiestraadra,adiestraadra,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
raulguevara100,raulguevara100,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,12,0
buqueropltgo196,buqueropltgo196,,37,0,37,37,0,37,0,0,0,0,0,0,0.00066,12,0.008076
gaelfurllan,gaelfurllan,,1,2,3,1,2,3,2,0.75,0.833333,7,0.000006,0.000376,0.000027,24,0.000228
marcelovv,marcelovv,,1,1,2,1,1,2,1,1,1,3,0.000005,0.002116,0.000032,24,0.000223
liidiiagg,liidiiagg,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
TaziaSuper,TaziaSuper,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
jmarianomello,jmarianomello,,0,3,3,0,3,3,12,0.183521,0.204594,0,0,0.003349,0.00002,35,0
RitaSLeao,RitaSLeao,,0,1,1,0,1,1,1,1,1,0,0,0.002116,0.00002,84,0
CalalaPuig,CalalaPuig,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,178,0
jordialapreso,jordialapreso,,507,0,507,507,0,507,0,0,0,0,0,0,0.008778,178,0.110665
leandrogotem,leandrogotem,,0,2,2,0,2,2,12,0.186096,0.209365,0,0,0.000698,0.00002,24,0
EsquerdaEv,EsquerdaEv,,35,6,41,36,7,43,13,0.149957,0.176233,4932.849206,0.004094,0.000964,0.000225,24,0.007736
Caldas2009,Caldas2009,,0,2,2,0,2,2,2,0.75,0.833333,0,0,0.011991,0.00002,24,0
HoraOra2,HoraOra2,,0,2,2,0,2,2,10,0.226702,0.262052,0,0,0.0006,0.00002,84,0
alandanbri,alandanbri,,0,3,3,0,4,4,11,0.185908,0.20426,0,0,0.012202,0.00002,445,0
sakuratoemo,sakuratoemo,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,13,0
tic_tac_,tic_tac_,,14,1,15,15,1,16,1,1,1,13,0,0,0.000945,13,0.003061
gabriellerd5,gabriellerd5,,0,9,9,0,10,10,10,0.272109,0.313491,0,0,0.013542,0.00002,24,0
Tatiane97656361,Tatiane97656361,,3,1,4,3,1,4,1,1,1,3,0.000466,0.000001,0.000027,437,0.000655
lucasantibes,lucasantibes,,13,1,14,13,1,14,1,1,1,7.5,0.001062,0.011515,0.000301,461,0.004166
MariaFe24490202,MariaFe24490202,,0,7,7,0,7,7,12,0.189636,0.225172,0,0,0.019764,0.00002,445,0
MartaGalan17,MartaGalan17,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
amauripereirag1,amauripereirag1,,0,1,1,0,1,1,12,0.182836,0.200075,0,0,0.000643,0.00002,24,0
CrisrCristina,CrisrCristina,,0,1,1,0,1,1,1,1,1,0,0,0.000167,0.00002,466,0
HaddadDebochado,HaddadDebochado,,207,0,207,208,0,208,0,0,0,0,0.012323,0,0.002627,466,0.045243
belmiro_vila,belmiro_vila,,0,1,1,0,1,1,11,0.221433,0.24618,0,0,0.000027,0.00002,24,0
InsLina1,InsLina1,,13,13,26,17,13,30,10,0.283582,0.340262,23755.757661,0.002022,0.003302,0.000113,24,0.003578
lestrio23,lestrio23,,0,2,2,0,2,2,10,0.226253,0.261177,0,0,0.002523,0.00002,486,0
Pauuuuu_u,Pauuuuu_u,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
ElianeMTardin,ElianeMTardin,,0,3,3,0,3,3,12,0.189085,0.219026,0,0,0.005684,0.00002,461,0
alcs79,alcs79,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000476,0.00002,24,0
_Lula_Livre,_Lula_Livre,,0,4,4,0,5,5,12,0.190265,0.223622,0,0,0.004968,0.00002,486,0
PatoCorporation,PatoCorporation,,353,3,356,358,3,361,1,1,1,1767.828785,0.055866,0.002297,0.002414,35,0.079396
laudeci_m,laudeci_m,,0,2,2,0,2,2,4,0.444444,0.552083,0,0,0.000049,0.00002,35,0
Mariada94156889,Mariada94156889,,33,3,36,33,3,36,3,0.6,0.722222,6905.933333,0.002314,0.000772,0.000401,35,0.007339
amulherqueanda,amulherqueanda,,0,8,8,0,8,8,10,0.233537,0.270897,0,0,0.007911,0.00002,24,0
zehdeabreu,zehdeabreu,,24,11,35,25,13,38,9,0.287879,0.333084,176796.463396,0.003308,0.006604,0.001463,486,0.007028
DricaCamaraRio,DricaCamaraRio,,10,1,11,10,1,11,1,1,1,4.583333,0.00138,0.011515,0.000054,24,0.002183
GilsonBergamini,GilsonBergamini,,0,1,1,0,1,1,1,1,1,0,0,0.002116,0.00002,84,0
sampettter,sampettter,,0,1,1,0,1,1,1,1,1,0,0,0.000173,0.00002,24,0
SirleiFlesch,SirleiFlesch,,0,12,12,0,12,12,12,0.191299,0.235887,0,0,0.02678,0.00002,84,0
tuyyo2841,tuyyo2841,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
drewrossaneis,drewrossaneis,,0,3,3,0,3,3,1,1,1,0,0,0.014785,0.00002,466,0
Flakys32Maria,Flakys32Maria,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
GilsonS21698261,GilsonS21698261,,0,5,5,0,5,5,2,0.727273,0.8125,0,0,0.003787,0.00002,437,0
DanielMaoli_,DanielMaoli_,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
Andrein83527666,Andrein83527666,,0,3,3,0,3,3,11,0.22433,0.255225,0,0,0.002177,0.00002,35,0
Dulce_Mara,Dulce_Mara,,12,12,24,12,14,26,10,0.284289,0.343965,365836.892998,0.002192,0.010822,0.000931,24,0.011027
RightNews12,RightNews12,,0,1,1,0,1,1,1,1,1,0,0,0.000027,0.00002,555,0
MonyAdry,MonyAdry,,0,2,2,0,2,2,12,0.183271,0.202546,0,0,0.001079,0.00002,35,0
eusigo12,eusigo12,,3,4,7,3,5,8,11,0.223162,0.255419,352.083333,0.000574,0.016223,0.000032,445,0.000683
CidaApa07616705,CidaApa07616705,,0,8,8,0,8,8,13,0.150836,0.182252,0,0,0.00493,0.00002,35,0
SturmIngrid,SturmIngrid,,0,5,5,0,5,5,10,0.227303,0.267251,0,0,0.0038,0.00002,24,0
sara_nikolaus,sara_nikolaus,,0,3,3,0,3,3,5,0.4,0.530556,0,0,0.000336,0.00002,292,0
focofesabedoria,focofesabedoria,,2,1,3,2,1,3,4,0.4,0.486111,6,0.000015,0.000031,0.00014,292,0.000595
LauraEstevez22,LauraEstevez22,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
renata_barros,renata_barros,,0,1,1,0,1,1,1,1,1,0,0,0.002116,0.00002,84,0
strawberryelo,strawberryelo,,0,1,1,0,1,1,1,1,1,0,0,0.000322,0.00002,24,0
marksjoma,marksjoma,,0,2,2,0,2,2,1,1,1,0,0,0.000004,0.00002,555,0
nino110272,nino110272,,3,0,3,3,0,3,0,0,0,0,0,0,0.000064,555,0.000655
FranciscoMarc13,FranciscoMarc13,,0,7,7,0,8,8,8,0.230511,0.263203,0,0,0.014845,0.00002,445,0
Alcicouti,Alcicouti,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
danielly161279,danielly161279,,0,12,12,0,12,12,11,0.230615,0.279394,0,0,0.023818,0.00002,84,0
AndorCrain,AndorCrain,,0,1,1,0,1,1,12,0.182836,0.200075,0,0,0.000643,0.00002,24,0
GolpeNuncaMais,GolpeNuncaMais,,0,3,3,0,3,3,12,0.173267,0.189055,0,0,0.000093,0.00002,24,0
ClaudineideNob1,ClaudineideNob1,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
judithgallego_,judithgallego_,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
Kojo_blake,Kojo_blake,,0,1,1,0,2,2,1,1,1,0,0,0,0.00002,453,0
gizemc__,gizemc__,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
tadeu3091,tadeu3091,,0,4,4,0,4,4,12,0.188907,0.219358,0,0,0.005588,0.00002,84,0
das_urbano,das_urbano,,0,4,4,0,4,4,5,0.428571,0.624074,0,0,0.004727,0.00002,437,0
TiaBiba49,TiaBiba49,,14,2,16,15,2,17,12,0.183575,0.20108,13729.252219,0.002702,0.000034,0.000049,24,0.003213
CCambara2,CCambara2,,2,4,6,2,5,7,11,0.223529,0.251985,10472.166046,0.000102,0.000494,0.000044,24,0.000519
RaissMiranda,RaissMiranda,,0,1,1,0,1,1,2,0.555556,0.6,0,0,0.000019,0.00002,24,0
JanaSCosta,JanaSCosta,,22,4,26,22,4,26,1,1,1,95.5921,0.001399,0.015047,0.000146,24,0.004905
Scalcon__,Scalcon__,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
FernandoCesar77,FernandoCesar77,,0,7,7,0,8,8,10,0.216814,0.248196,0,0,0.017828,0.00002,445,0
nipavil,nipavil,,0,3,3,0,3,3,13,0.160298,0.182666,0,0,0.000213,0.00002,84,0
mcpl13,mcpl13,,0,1,1,0,1,1,1,1,1,0,0,0.000173,0.00002,24,0
LeandroRamalho,LeandroRamalho,,0,1,1,0,1,1,1,1,1,0,0,0.002116,0.00002,84,0
comoassimwanesa,comoassimwanesa,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
iracimailde,iracimailde,,0,10,10,0,10,10,9,0.271799,0.308906,0,0,0.001593,0.00002,24,0
romulusmaya,romulusmaya,,33,2,35,43,2,45,1,1,1,79,0.000249,0.000003,0.000947,292,0.007328
Opoeta_won,Opoeta_won,,9,0,9,9,0,9,0,0,0,0,0.001224,0,0.000038,24,0.002289
romarioaureliio,romarioaureliio,,189,0,189,189,0,189,0,0,0,0,0.00905,0,0.001813,24,0.041346
Petralha_,Petralha_,,7,11,18,7,12,19,9,0.234729,0.275607,31861.045829,0.001213,0.011583,0.000048,24,0.001605
karenxchaves,karenxchaves,,0,5,5,0,5,5,12,0.189741,0.223379,0,0,0.004461,0.00002,24,0
falandoverdes2,falandoverdes2,,56,0,56,68,0,68,0,0,0,0,0.007342,0,0.00045,84,0.012496
Amores11111,Amores11111,,0,1,1,0,1,1,11,0.158576,0.168959,0,0,0.000101,0.00002,24,0
Jonhykai,Jonhykai,,0,1,1,0,1,1,1,1,1,0,0,0.000133,0.00002,24,0
RuthMena96,RuthMena96,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
miiimifg,miiimifg,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
renator33203507,renator33203507,,0,4,4,0,4,4,1,1,1,0,0,0.003794,0.00002,24,0
massaroti_mu,massaroti_mu,,0,1,1,0,1,1,10,0.199424,0.221245,0,0,0.000023,0.00002,486,0
juniorzealves,juniorzealves,,9,12,21,9,15,24,9,0.24838,0.296533,3192.395079,0.001706,0.02082,0.000079,486,0.002114
py3du,py3du,,0,6,6,0,6,6,12,0.184352,0.210879,0,0,0.00591,0.00002,84,0
ABIN2019ABIN,ABIN2019ABIN,,1,0,1,1,0,1,0,0,0,0,0.00008,0,0.000023,84,0.000218
JoseAloiseBahia,JoseAloiseBahia,,0,15,15,0,17,17,9,0.246429,0.299045,0,0,0.025213,0.00002,486,0
sophtts,sophtts,,0,1,1,0,1,1,1,1,1,0,0,0.000012,0.00002,24,0
PauloFaria88,PauloFaria88,,25,0,25,25,0,25,0,0,0,0,0.000894,0,0.000342,24,0.005457
PabloPandrada,PabloPandrada,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,14,0
year_progress,year_progress,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,14,0.000218
Nii_Ayi_Mantse,Nii_Ayi_Mantse,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,453,0
smoliveira1959,smoliveira1959,,0,3,3,0,4,4,9,0.255208,0.28161,0,0,0.000911,0.00002,24,0
FaatyMedina,FaatyMedina,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
MalenaHC,MalenaHC,,0,4,4,0,4,4,12,0.185305,0.210247,0,0,0.002998,0.00002,486,0
Vida4078,Vida4078,,0,3,3,0,3,3,2,0.8,0.875,0,0,0.000486,0.00002,437,0
thicico,thicico,,2,0,2,2,0,2,0,0,0,0,0.000012,0,0.000037,437,0.000444
JornalOGlobo,JornalOGlobo,,3,0,3,3,0,3,0,0,0,0,0.000008,0,0.000046,437,0.00066
AndreySarmento,AndreySarmento,,0,3,3,0,3,3,2,0.666667,0.75,0,0,0.012373,0.00002,437,0
kukua_b,kukua_b,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,453,0
tic_tac_hero,tic_tac_hero,,0,3,3,0,4,4,1,1,1,0,0,0,0.00002,15,0
kyokuchiken,kyokuchiken,,1,0,1,1,0,1,0,0,0,0,0,0,0.000026,15,0.000218
kohei_ota,kohei_ota,,1,0,1,1,0,1,0,0,0,0,0,0,0.000026,15,0.000218
dirittofrontier,dirittofrontier,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,16,0
bx1ale_cia,bx1ale_cia,,3,1,4,3,1,4,1,1,1,3,0,0,0.000072,16,0.000655
papel_em_branco,papel_em_branco,,30,1,31,31,1,32,11,0.215637,0.235454,5780.827435,0.00345,0.00046,0.000225,84,0.006576
Cidda11,Cidda11,,0,2,2,0,3,3,1,1,1,0,0,0.00005,0.00002,555,0
vianey_anaya97,vianey_anaya97,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
Prensa_Alboran,Prensa_Alboran,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
MariaAmliaNasc5,MariaAmliaNasc5,,0,5,5,0,6,6,11,0.206006,0.235316,0,0,0.017275,0.00002,24,0
nell_fernandes,nell_fernandes,,0,10,10,0,10,10,10,0.221222,0.261235,0,0,0.008227,0.00002,35,0
Fabiopf08Fabio,Fabiopf08Fabio,,272,10,282,274,11,285,9,0.273819,0.323442,92862.447052,0.051124,0.016917,0.0014,486,0.061428
nasiquiera1,nasiquiera1,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,545,0
inmitacocolea,inmitacocolea,,15,0,15,15,0,15,0,0,0,0,0,0,0.000294,545,0.003279
teriwiizi,teriwiizi,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,453,0
BouthSilvio,BouthSilvio,,0,2,2,0,2,2,1,1,1,0,0,0.001096,0.00002,437,0
jomajo123467,jomajo123467,,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000004,0.00002,84,0
reyrider050580,reyrider050580,,95,1,96,98,2,100,0,0,0,0,0,0,0.001627,84,0.021193
pactolinu,pactolinu,,6,2,8,6,2,8,1,1,1,12,0.000273,0.002116,0.000055,84,0.00131
Kayanguzu,Kayanguzu,,0,2,2,0,2,2,12,0.188255,0.215138,0,0,0.005041,0.00002,461,0
ProfSergioFS,ProfSergioFS,,2,5,7,3,6,9,3,0.642857,0.759259,93.640706,0.000166,0.017789,0.000031,24,0.000476
cartacapital,cartacapital,,5,0,5,5,0,5,0,0,0,0,0.000348,0,0.000041,24,0.001375
tomphillipsin,tomphillipsin,,1,0,1,1,0,1,0,0,0,0,0.000157,0,0.000024,24,0.000252
OGlobo_Rio,OGlobo_Rio,,2,0,2,2,0,2,0,0,0,0,0.000306,0,0.000027,24,0.00057
CLazarevicius,CLazarevicius,,1,1,2,1,1,2,4,0.4,0.520833,6674.6,0.000157,0.000014,0.000024,84,0.000252
amandafaudi,amandafaudi,,4,0,4,4,0,4,0,0,0,0,0.000157,0,0.000076,24,0.000907
EstevamReboucas,EstevamReboucas,,1,0,1,1,0,1,0,0,0,0,0.000157,0,0.000024,24,0.000252
Adrysscamar1,Adrysscamar1,,1,3,4,1,3,4,10,0.190529,0.212059,6,0.000157,0.011831,0.000024,24,0.000252
lenainffm2016,lenainffm2016,,1,1,2,1,1,2,1,1,1,6.5,0.000157,0.001071,0.000024,24,0.000252
ttadeureis,ttadeureis,,0,2,2,0,2,2,1,1,1,0,0,0.013631,0.00002,84,0
A196514,A196514,,0,11,11,0,19,19,12,0.190028,0.231416,0,0,0.026409,0.00002,486,0
Observatorium66,Observatorium66,,0,6,6,0,6,6,12,0.196787,0.229985,0,0,0.016429,0.00002,24,0
marcosescada,marcosescada,,0,4,4,0,4,4,1,1,1,0,0,0.01373,0.00002,24,0
doalcarcarmen,doalcarcarmen,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
isabellefrota,isabellefrota,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
rosemarywarde,rosemarywarde,,13,9,22,14,10,24,11,0.222081,0.258787,2408.45116,0.002293,0.01302,0.000086,473,0.002861
amparo_oroz,amparo_oroz,,0,2,2,0,2,2,1,1,1,0,0,0,0.00002,124,0
alwaysmeel_,alwaysmeel_,,8,1,9,8,1,9,1,1,1,2,0,0,0.000107,124,0.001746
_daguito,_daguito,,0,5,5,0,5,5,3,0.611111,0.712121,0,0,0.013042,0.00002,473,0
z_furtado1,z_furtado1,,0,15,15,0,15,15,10,0.295181,0.362059,0,0,0.021215,0.00002,24,0
MoyenneA,MoyenneA,,56,46,102,61,60,121,10,0.315207,0.42347,105242.990672,0.0067,0.034248,0.000369,24,0.014073
JUANdeITALIA,JUANdeITALIA,,4,2,6,5,3,8,1,1,1,3,0,0,0.000072,17,0.000892
ELTIEMPO,ELTIEMPO,,1,0,1,1,0,1,0,0,0,0,0,0,0.000051,17,0.000238
amkwamz,amkwamz,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,453,0
Covadon26767746,Covadon26767746,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,18,0
mamencin,mamencin,,1,0,1,1,0,1,0,0,0,0,0,0,0.000038,18,0.000218
carolinemimieux,carolinemimieux,,0,3,3,0,3,3,12,0.183226,0.203963,0,0,0.005388,0.00002,461,0
teresamoura19,teresamoura19,,0,4,4,0,4,4,4,0.481481,0.596154,0,0,0.002559,0.00002,486,0
caiubiqueiroz,caiubiqueiroz,,0,5,5,0,5,5,10,0.227605,0.26798,0,0,0.012661,0.00002,24,0
AdvGesiel,AdvGesiel,,0,1,1,0,1,1,1,1,1,0,0,0.002222,0.00002,84,0
Medeirosnetow,Medeirosnetow,,0,1,1,0,1,1,1,1,1,0,0,0.011515,0.00002,445,0
Pergameni,Pergameni,,0,2,2,0,2,2,2,0.666667,0.75,0,0,0.000629,0.00002,24,0
pedrinmagalhaes,pedrinmagalhaes,,0,1,1,0,1,1,1,1,1,0,0,0.003103,0.00002,462,0
ZapBlogo,ZapBlogo,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,19,0
streetartmagic,streetartmagic,,24,0,24,24,0,24,0,0,0,0,0,0,0.000435,19,0.005238
maguinha120,maguinha120,,0,13,13,0,15,15,9,0.273585,0.323612,0,0,0.006917,0.00002,486,0
Cleide_Barroso,Cleide_Barroso,,1,0,1,1,0,1,0,0,0,0,0.000094,0,0.000022,486,0.000218
Hindenburg__,Hindenburg__,,1,0,1,1,0,1,0,0,0,0,0.000094,0,0.000022,486,0.000218
Edsonicyouth,Edsonicyouth,,2,3,5,2,3,5,12,0.195788,0.223261,18.516667,0.000106,0.001004,0.000026,486,0.000437
ValmirMendes19,ValmirMendes19,,0,32,32,0,38,38,11,0.244056,0.326263,0,0,0.034228,0.00002,486,0
ericalima32,ericalima32,,358,0,358,359,0,359,0,0,0,0,0.02202,0,0.003902,24,0.081113
NadiaMnccmoura,NadiaMnccmoura,,0,1,1,0,1,1,11,0.158576,0.168959,0,0,0.000101,0.00002,24,0
lelomnm,lelomnm,,0,7,7,0,7,7,12,0.184906,0.213972,0,0,0.018409,0.00002,84,0
Bettytapia25,Bettytapia25,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,0.00002,20,0
pulsares,pulsares,,1,1,2,1,1,2,1,1,1,1,0,0,0.000038,20,0.000218
laiatb88,laiatb88,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
CSA1103,CSA1103,,0,16,16,0,16,16,9,0.303571,0.360785,0,0,0.014429,0.00002,486,0
SilvioTeve,SilvioTeve,,0,2,2,0,2,2,1,1,1,0,0,0.00005,0.00002,555,0
PatrciaPinheir3,PatrciaPinheir3,,0,14,14,0,14,14,10,0.221935,0.268841,0,0,0.021849,0.00002,35,0
AngeloGout,AngeloGout,,0,8,8,0,8,8,12,0.191111,0.231034,0,0,0.021491,0.00002,486,0
LhcLulalivre,LhcLulalivre,,0,19,19,0,21,21,8,0.289187,0.352705,0,0,0.015696,0.00002,24,0
breathe_ely,breathe_ely,,0,2,2,0,2,2,1,1,1,0,0,0.00116,0.00002,24,0
LOURDESESTE,LOURDESESTE,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,124,0
jucaravlf,jucaravlf,,0,10,10,0,10,10,12,0.18716,0.223347,0,0,0.007448,0.00002,84,0
Loro_Maciel,Loro_Maciel,,0,1,1,0,1,1,12,0.182836,0.200075,0,0,0.000643,0.00002,24,0
AnglyneJ,AnglyneJ,,0,1,1,0,1,1,1,1,1,0,0,0,0.00002,21,0
melvinnzc,melvinnzc,,134,0,134,134,0,134,0,0,0,0,0,0,0.002336,21,0.029247
